mlbamID,playerName,team,league,defaultPos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF
471107,Elliot Johnson,TBA,AL,,25,118,449,53,103,21,5,9,43,15,7,33,126,3,0,0,1,0,2,0,1,1,2
471865,Carlos Gonzalez,COL,NL,,23,128,483,68,130,32,3,12,73,8,4,33,113,1,0,0,0,0,0,0,69,36,81
472528,Luis Valbuena,CLE,AL,,23,128,461,59,115,22,3,7,44,13,6,45,87,1,0,0,16,0,1,0,0,0,0
475582,Ryan Zimmerman,WAS,NL,,24,132,514,78,152,36,3,19,78,6,3,53,88,2,0,0,0,104,0,0,0,0,0
476704,Jed Lowrie,BOS,AL,,25,123,450,59,118,37,5,6,62,3,1,55,99,2,0,0,3,45,49,0,0,0,0
488676,Jeff Baisley,OAK,AL,,26,115,443,55,107,25,2,10,61,2,1,34,87,3,0,4,0,10,0,0,0,0,0
488811,Aaron Cunningham,OAK,AL,,23,120,473,71,120,24,5,11,55,14,7,39,129,4,0,0,0,0,0,18,0,2,20
488862,Yunel Escobar,ATL,NL,,26,127,467,65,135,27,3,8,52,6,4,50,67,4,0,0,0,0,127,0,0,0,0
489262,Ryan Rohlinger,SFN,NL,,25,124,437,57,103,23,2,9,55,4,2,33,84,3,0,0,1,14,0,0,0,0,0
489267,Adam Rosales,CIN,NL,,26,124,453,66,115,26,5,14,57,7,2,33,107,6,0,0,2,4,0,0,0,0,0
492706,Kenji Johjima,SEA,AL,,33,123,430,42,111,22,1,11,52,2,1,19,41,7,100,0,0,0,0,0,0,0,0
493120,Kosuke Fukudome,CHN,NL,,32,132,475,79,130,31,2,13,67,8,2,68,105,3,0,0,0,0,0,0,12,137,143
493127,Akinori Iwamura,TBA,AL,,30,125,506,77,135,25,6,6,35,9,4,59,110,3,0,0,152,0,0,0,0,0,0
493351,Alexei Ramirez,CHA,AL,,27,118,412,56,118,22,2,17,66,12,5,20,56,3,0,0,121,1,16,0,11,0,11
501814,Brian Bocock,SFN,NL,,24,116,399,43,79,16,2,2,31,20,9,40,123,2,0,0,0,0,29,0,0,0,0
501896,David Freese,SLN,NL,3B,26,121,453,68,121,24,3,15,75,4,1,39,118,3,,,,,,,,,
501983,Travis Snider,TOR,AL,,21,124,458,59,105,23,2,13,66,3,1,41,172,3,0,0,0,0,0,13,0,7,20
502034,Emmanuel Burriss,SFN,NL,,24,115,363,57,98,16,3,2,34,21,8,29,47,4,0,0,41,0,47,0,0,1,1
502517,Daniel Murphy,NYN,NL,,24,126,441,60,119,26,3,10,64,8,4,41,72,3,0,0,0,0,0,32,0,0,32
506673,Juan Miranda,NYA,AL,,26,114,424,47,105,23,2,13,68,2,1,44,113,4,0,5,0,0,0,0,0,0,0
,Aaron Bates,BOS,AL,1B,25,118,463,53,110,28,2,9,61,1,0,41,131,7,,,,,,,,,
,Aaron Herr,,,,28,117,448,49,100,20,2,13,57,4,2,25,152,3,,,,,,,,,
,Aaron Mathews,,,,27,114,460,55,116,25,3,6,45,5,2,25,94,1,,,,,,,,,
,Aaron Reza,,,,24,101,366,36,82,18,3,3,31,3,1,25,88,3,,,,,,,,,
,Aaron Seuss,,,,24,52,203,29,47,10,1,3,19,3,1,6,54,2,,,,,,,,,
,Abel Nieves,,,,23,101,351,36,78,16,2,2,37,5,2,33,102,1,,,,,,,,,
,Adam Boeve,,,,29,121,414,53,96,19,2,13,52,14,5,42,143,3,,,,,,,,,
,Adam Calderone,,,,25,84,316,38,72,17,3,5,28,6,3,26,80,2,,,,,,,,,
,Adam Davis,,,,24,116,482,64,100,19,4,5,34,12,5,41,136,2,,,,,,,,,
,Adam Donachie,,,,25,95,312,36,62,14,0,5,29,1,0,31,93,1,,,,,,,,,
,Adam Fox,,,,27,115,407,45,91,18,3,7,44,5,2,28,98,2,,,,,,,,,
,Adam Godwin,,,,26,117,386,49,93,16,3,2,33,18,6,32,72,2,,,,,,,,,
,Adam Greenberg,,,,28,118,415,51,93,18,5,3,29,13,6,45,114,3,,,,,,,,,
,Adam Heether,MIL,NL,3B,27,119,410,52,100,24,2,7,48,5,2,48,94,4,,,,,,,,,
,Adam Moore,SEA,AL,C,25,114,438,47,108,24,2,9,61,1,0,28,102,6,,,,,,,,,
,Adam Morrissey,,,,28,118,436,46,97,20,1,7,41,5,2,42,141,3,,,,,,,,,
,Adam Pavkovich,LAA,AL,OF,27,115,392,49,89,21,2,10,49,6,3,32,106,3,,,,,,,,,
,Adam Ricks,,,,26,112,351,29,68,15,1,2,30,3,1,38,83,1,,,,,,,,,
,Adam Stern,,,,29,103,350,49,84,17,3,4,30,13,5,21,76,2,,,,,,,,,
,Adam Witter,,,,26,114,404,49,90,18,2,15,68,3,1,45,114,2,,,,,,,,,
,Adolfo Gonzalez,,,,24,93,280,30,70,15,1,3,21,4,2,14,71,1,,,,,,,,,
,Adrian Cardenas,OAK,AL,2B,21,116,458,53,109,19,4,4,47,9,4,34,90,2,,,,,,,,,
,Adrian Ortiz,,,,22,28,110,8,28,6,1,1,11,3,1,5,20,1,,,,,,,,,
,Agustin Septimo,,,,25,112,386,48,76,14,3,4,32,12,4,28,122,1,,,,,,,,,
,Al Quintana,,,,26,47,162,18,38,7,1,2,6,2,1,7,39,1,,,,,,,,,
,Alan Robbins,,,,25,57,181,15,37,7,1,2,20,2,1,12,54,1,,,,,,,,,
,Albert Laboy,,,,22,63,227,23,53,9,1,3,20,3,1,12,48,1,,,,,,,,,
,Alberto Concepcion,,,,28,101,323,39,71,15,1,7,44,2,1,28,93,4,,,,,,,,,
,Alberto Gonzales,,,,26,55,224,25,59,13,1,5,31,4,1,15,39,2,,,,,,,,,
,Alberto Rosario,,,,22,43,128,13,29,6,1,1,17,2,1,6,25,1,,,,,,,,,
,Alejandro Machado,MIN,AL,2B,27,117,388,53,107,23,3,4,43,14,5,33,55,2,,,,,,,,,
,Alex Castillo,,,,23,78,269,20,50,10,1,4,31,4,2,11,97,1,,,,,,,,,
,Alex Escobar,,,,30,68,228,27,58,12,1,6,32,3,1,22,50,2,,,,,,,,,
,Alex Gonzalez,,,,32,115,400,49,103,23,1,12,49,2,1,28,74,4,,,,,,,,,
,Alexander Presley,,,,23,114,444,52,103,19,3,5,43,13,6,30,119,1,,,,,,,,,
,Allen Craig,SLN,NL,3B,24,118,467,66,125,24,1,14,65,4,1,34,97,4,,,,,,,,,
,Alvin Colina,,,,27,94,330,32,71,14,1,10,49,2,1,22,97,3,,,,,,,,,
,Ambiorix Concepcion,,,,27,126,469,48,100,22,2,7,48,16,6,20,131,3,,,,,,,,,
,Anderson Gomes,,,,24,112,406,40,80,16,2,6,38,6,3,28,128,2,,,,,,,,,
,Anderson Machado,,,,28,116,335,40,68,14,2,5,31,5,2,50,96,1,,,,,,,,,
,Anderson Rosario,,,,24,78,200,15,30,6,1,2,10,4,2,8,102,1,,,,,,,,,
,Andres Blanco,,,,25,114,351,36,89,16,3,2,35,6,2,22,50,4,,,,,,,,,
,Andres Perez,,,,25,86,314,32,71,15,2,5,34,7,3,13,80,2,,,,,,,,,
,Andrew Beattie,,,2B,31,121,414,58,97,21,2,9,51,7,3,52,119,1,,,,,,,,,
,Andrew D'alessio,,,,24,114,440,42,99,22,2,8,58,5,2,22,138,2,,,,,,,,,
,Andrew Jenkins,,,,25,116,406,39,96,19,2,5,50,3,1,21,96,2,,,,,,,,,
,Andrew Lefave,,,,25,114,390,61,97,21,2,5,53,8,3,48,75,2,,,,,,,,,
,Andrew Locke,,,,26,117,456,55,111,22,3,8,58,5,2,28,98,2,,,,,,,,,
,Andrew McCutchen,PIT,NL,OF,22,129,499,71,130,25,3,9,52,22,11,51,104,3,,,,,,,,,
,Andrew Pinckney,,,,27,120,452,53,103,25,3,9,51,4,2,25,123,2,,,,,,,,,
,Andy Bouchie,,,,23,82,287,24,53,11,1,4,29,1,1,21,79,1,,,,,,,,,
,Andy Green,,,,31,124,396,70,101,22,3,10,40,4,2,52,78,3,,,,,,,,,
,Angel Chavez,BOS,AL,3B,27,122,462,60,119,26,1,11,64,6,2,26,87,2,,,,,,,,,
,Angel R. Gonzalez,,,,23,114,438,51,102,21,3,4,37,15,7,13,117,2,,,,,,,,,
,Angel Sanchez,,,,25,124,500,70,123,25,3,3,49,7,4,33,83,2,,,,,,,,,
,Anthony Hatch,,,,25,116,437,47,98,22,2,9,43,4,2,29,100,3,,,,,,,,,
,Anthony Jackson,,,,25,114,470,64,111,21,5,2,35,19,7,27,124,3,,,,,,,,,
,Anthony Mansolino,,,,26,106,380,31,75,14,1,3,36,3,1,17,97,2,,,,,,,,,
,Anthony Norman,,,,24,114,393,56,90,17,4,7,34,18,6,37,99,3,,,,,,,,,
,Anthony Recker,,,,25,114,429,39,88,21,2,7,45,2,1,31,151,2,,,,,,,,,
,Anthony Richie,,,,27,78,236,20,55,13,0,4,22,1,0,10,45,2,,,,,,,,,
,Anthony Seratelli,,,,26,110,373,40,77,16,4,5,44,10,3,25,126,2,,,,,,,,,
,Anthony Webster,,,OF,26,118,436,62,113,24,4,6,43,17,7,24,57,2,,,,,,,,,
,Antoan Richardson,,,,25,118,394,62,93,13,5,3,27,25,8,46,99,5,,,,,,,,,
,Antonio DeJesus,,,,23,85,275,34,65,10,3,2,12,6,3,31,72,3,,,,,,,,,
,Archie Gilbert,,,,25,114,457,61,109,23,4,4,43,20,9,31,74,3,,,,,,,,,
,Argenis Diaz,BOS,AL,SS,22,110,424,46,97,21,5,2,40,4,2,22,118,2,,,,,,,,,
,Arnoldi Cruz,,,,22,89,357,37,87,17,2,7,51,3,1,17,66,2,,,,,,,,,
,Austin Gallagher,LAN,NL,3B,20,78,315,27,69,14,2,4,39,3,1,20,91,2,,,,,,,,,
,Austin Jackson,NYA,AL,OF,22,126,513,67,122,24,4,8,49,16,7,39,144,2,,,,,,,,,
,Barbaro Canizares,ATL,NL,1B,29,118,430,49,121,25,1,11,57,1,0,35,74,2,,,,,,,,,
,Barry Bonds,,,,44,106,306,55,73,11,0,20,52,2,1,91,53,3,,,,,,,,,
,Beau Mills,CLE,AL,1B,22,115,472,56,108,23,2,10,63,3,1,32,134,3,,,,,,,,,
,Ben Copeland,OAK,AL,OF,25,121,469,61,112,21,7,4,46,15,7,44,93,2,,,,,,,,,
,Ben Davis,,,,32,52,177,13,36,7,0,3,17,1,0,8,42,1,,,,,,,,,
,Ben Harrison,,,,27,118,450,53,99,21,1,11,57,9,3,36,155,4,,,,,,,,,
,Ben Johnson,,,,27,146,535,64,124,26,2,15,68,6,2,38,129,6,,,,,,,,,
,Bernie Castro,,,,29,123,442,63,116,20,3,2,33,22,7,36,65,1,,,,,,,,,
,Bill Rhinehart,,,,24,68,252,24,59,13,1,6,29,2,1,22,63,2,,,,,,,,,
,Billy Hart,,,,26,112,380,51,88,21,2,6,39,10,5,35,104,2,,,,,,,,,
,Billy Killian,,,,23,47,141,16,28,6,1,1,9,2,1,3,39,1,,,,,,,,,
,Billy Rowell,BAL,AL,3B,20,111,388,30,76,15,1,5,39,3,1,22,132,2,,,,,,,,,
,Blake Davis,,,,25,121,439,48,108,21,3,3,37,8,4,22,92,2,,,,,,,,,
,Blake Lalli,,,,26,100,352,30,91,22,1,6,44,2,1,18,72,2,,,,,,,,,
,Bobby Kielty,,,,32,111,360,49,87,18,1,10,50,2,1,50,87,2,,,,,,,,,
,Bobby Scales,CHN,NL,2B,31,118,398,57,105,22,3,10,50,6,2,48,107,3,,,,,,,,,
,Brad Corley,PIT,NL,OF,25,129,503,56,117,25,2,8,62,6,3,16,128,4,,,,,,,,,
,Brad Correll,,,,28,116,448,52,103,24,2,10,57,4,2,29,91,1,,,,,,,,,
,Brad Davis,,,,26,106,351,34,74,18,1,6,36,3,1,34,97,2,,,,,,,,,
,Brad Eldred,,,,28,117,422,55,95,19,1,26,75,5,2,30,140,5,,,,,,,,,
,Brad Miller,,,,26,122,455,43,92,20,2,10,53,3,1,31,137,2,,,,,,,,,
,Brad Snyder,CHN,NL,OF,27,124,449,62,104,24,4,16,59,9,3,39,164,3,,,,,,,,,
,Bradley Boyer,,,,25,103,379,45,98,19,4,4,40,11,4,27,73,2,,,,,,,,,
,Bradley Coon,LAA,AL,OF,26,120,486,71,120,19,4,3,34,24,12,46,99,5,,,,,,,,,
,Bradley Emaus,,,,23,115,456,65,114,26,3,8,55,8,3,38,79,2,,,,,,,,,
,Brahiam Maldonado,,,,23,87,315,23,64,13,1,4,26,5,2,15,113,2,,,,,,,,,
,Brandon Allen,CHA,AL,1B,23,121,467,55,97,19,3,17,62,8,3,32,164,2,,,,,,,,,
,Brandon Buckman,,,,25,113,435,40,107,20,1,8,51,3,1,27,102,2,,,,,,,,,
,Brandon Burgess,,,,26,114,378,39,77,18,2,9,48,5,2,23,137,9,,,,,,,,,
,Brandon Chaves,,,,29,114,375,36,74,13,3,2,33,9,3,35,105,3,,,,,,,,,
,Brandon Hicks,ATL,NL,SS,23,109,413,57,84,18,2,11,44,8,3,39,159,3,,,,,,,,,
,Brandon Pinckney,,,,27,114,417,50,102,21,2,5,46,3,1,20,72,2,,,,,,,,,
,Brandon Powell,,,,28,116,435,51,94,20,2,9,51,11,4,27,151,2,,,,,,,,,
,Brandon Roberts,,,,24,117,427,49,107,18,3,3,37,16,7,26,85,3,,,,,,,,,
,Brandon Snyder,BAL,AL,1B,22,114,445,47,103,21,2,7,52,2,1,22,123,2,,,,,,,,,
,Brandon Szymanski,,,,26,99,275,26,57,11,1,8,37,4,1,14,105,2,,,,,,,,,
,Brandon Timm,,,,24,93,316,28,62,11,3,2,23,7,3,20,116,2,,,,,,,,,
,Brandon Tripp,,,,24,115,421,41,83,17,1,9,52,6,2,24,165,3,,,,,,,,,
,Brandon Watson,,,,27,124,480,66,141,22,4,4,37,14,8,27,58,2,,,,,,,,,
,Brandon Whiting,,,,26,43,155,28,39,7,2,2,13,5,2,10,38,1,,,,,,,,,
,Brandon Yarbrough,,,,24,110,381,41,82,15,5,3,39,2,1,35,124,2,,,,,,,,,
,Brendan Katin,MIL,NL,OF,26,121,415,53,96,21,2,17,68,4,2,25,145,5,,,,,,,,,
,Brennan Boesch,,,,24,116,459,39,101,18,4,6,62,6,3,21,116,2,,,,,,,,,
,Brennan King,PHI,NL,3B,28,116,428,47,109,22,1,11,52,2,0,25,85,3,,,,,,,,,
,Brent Brewer,,,,21,116,456,54,90,18,3,5,32,16,7,32,159,2,,,,,,,,,
,Brent Johnson,,,,27,118,457,58,110,23,2,5,43,8,4,39,66,5,,,,,,,,,
,Brett Bigler,,,,24,109,333,37,78,17,2,2,30,9,4,41,84,2,,,,,,,,,
,Brett Bonvechio,,,,26,117,414,48,87,19,2,11,49,2,1,46,145,2,,,,,,,,,
,Brett Dowdy,SDN,NL,SS,27,115,425,56,102,18,3,6,37,9,4,34,92,3,,,,,,,,,
,Brett Harper,TOR,AL,1B,27,124,409,48,106,23,1,17,64,1,0,23,103,2,,,,,,,,,
,Brett Hayes,FLO,NL,C,25,91,316,32,71,14,1,6,35,4,2,18,80,2,,,,,,,,,
,Brett Pill,,,,24,123,464,55,109,26,1,6,60,4,2,24,95,2,,,,,,,,,
,Brian Bogusevic,HOU,NL,,25,50,155,19,42,9,1,3,20,5,1,13,34,1,,,,,,,,,
,Brian Buchanan,,,,35,101,369,48,81,17,1,8,42,3,1,25,99,4,,,,,,,,,
,Brian Cartie,,,,24,77,268,21,65,14,1,3,33,3,1,22,56,2,,,,,,,,,
,Brian Dinkelman,,,,25,118,463,66,110,25,4,5,34,8,3,32,81,4,,,,,,,,,
,Brian Dopirak,TOR,AL,1B,25,122,466,45,103,24,1,12,62,2,1,28,132,2,,,,,,,,,
,Brian Esposito,,,,30,77,260,21,55,10,1,3,20,2,1,10,57,2,,,,,,,,,
,Brian Friday,,,,23,85,356,49,88,18,3,2,26,12,5,24,81,3,,,,,,,,,
,Brian Jeroloman,TOR,AL,C,24,100,324,28,71,16,1,4,36,1,0,50,83,2,,,,,,,,,
,Brian Joynt,,,,24,76,296,45,68,15,1,6,45,4,1,23,89,2,,,,,,,,,
,Brian Juhl,,,,23,41,137,13,26,5,1,2,17,1,0,12,51,1,,,,,,,,,
,Brian McFall,,,,25,113,404,41,84,20,2,10,53,7,3,29,136,3,,,,,,,,,
,Brian Peacock,,,,24,88,308,32,61,14,1,5,30,4,2,17,100,2,,,,,,,,,
,Brian Peterson,,,,30,100,335,31,77,15,1,5,30,2,1,22,67,2,,,,,,,,,
,Brian Snyder,,,,27,111,392,46,80,20,1,5,42,2,1,53,122,1,,,,,,,,,
,Brian Stavisky,,,,28,119,459,62,119,26,2,10,60,5,2,51,100,2,,,,,,,,,
,Brian Walker,,,,23,93,326,25,63,13,1,6,30,3,2,14,106,2,,,,,,,,,
,Bridger Hunt,,,,23,112,422,60,104,19,2,2,37,11,7,33,81,2,,,,,,,,,
,Brock Bond,,,,23,45,166,20,40,8,1,1,19,4,2,12,40,2,,,,,,,,,
,Brock Peterson,MIN,AL,1B,25,118,449,51,104,23,2,12,59,2,1,33,129,4,,,,,,,,,
,Bronson Sardinha,,,,26,129,474,58,114,23,4,11,61,6,3,47,112,2,,,,,,,,,
,Bryan Anderson,SLN,NL,C,22,112,376,41,95,18,2,4,42,2,1,33,86,2,,,,,,,,,
,Bryan Byrne,,,,25,120,447,56,119,26,2,7,59,3,1,50,88,3,,,,,,,,,
,Bryan Petersen,,,,23,52,194,24,48,9,1,4,21,5,2,15,49,2,,,,,,,,,
,Bryan Pritz,,,,27,112,401,49,101,26,2,4,41,6,2,31,73,1,,,,,,,,,
,Bubba Bell,BOS,AL,OF,26,110,458,67,118,26,4,10,67,6,2,38,85,2,,,,,,,,,
,C.J. Lang,,,,25,93,289,35,69,14,1,3,26,6,2,23,46,2,,,,,,,,,
,C.J. Retherford,,,,23,116,427,45,101,20,2,9,50,7,3,22,104,3,,,,,,,,,
,Cale Iorg,DET,AL,SS,23,99,400,43,79,15,4,6,39,12,5,23,153,4,,,,,,,,,
,Caleb Stewart,,,,27,120,433,51,98,21,2,11,53,5,2,34,99,3,,,,,,,,,
,Caonabo Cosme,,,,30,92,298,33,66,13,1,7,31,2,1,16,91,1,,,,,,,,,
,Carl Loadenthal,ATL,NL,OF,27,122,432,57,110,17,2,3,33,21,9,41,94,2,,,,,,,,,
,Carlos Corporan,MIL,NL,C,25,99,336,32,74,18,1,6,40,2,1,17,81,4,,,,,,,,,
,Carlos Maldonado,,,,30,113,344,29,78,17,0,6,40,1,1,36,83,2,,,,,,,,,
,Carlos Peguero,,,,22,92,367,29,74,15,2,5,42,5,2,10,138,2,,,,,,,,,
,Carlos Rivero,,,,21,113,441,42,97,20,1,5,51,2,1,29,118,2,,,,,,,,,
,Carlos Rojas,,,,25,114,391,42,88,15,1,1,29,3,1,29,70,3,,,,,,,,,
,Carlos Santana,CLE,AL,C,23,116,432,59,100,22,3,8,58,6,3,49,100,2,,,,,,,,,
,Carlos Sosa,,,,27,114,403,48,95,22,1,8,51,3,1,39,116,1,,,,,,,,,
,Carlos Triunfel,SEA,AL,SS,19,108,441,53,103,18,3,2,36,13,7,19,83,2,,,,,,,,,
,Carmelo Jaime,,,,23,37,134,12,28,5,1,1,11,3,1,8,40,1,,,,,,,,,
,Carson Kainer,,,,24,98,367,41,84,18,2,3,40,3,1,15,96,2,,,,,,,,,
,Casey Benjamin,,,,28,117,411,51,93,18,3,7,41,4,2,44,97,1,,,,,,,,,
,Casey Rogowski,,,1B,28,129,463,60,109,26,2,10,58,13,5,49,116,3,,,,,,,,,
,Casey Rowlett,,,,26,112,310,42,74,14,3,4,32,8,3,24,64,2,,,,,,,,,
,Casey Smith,,,,30,114,388,45,87,18,2,4,39,6,2,24,76,2,,,,,,,,,
,Casper Wells,DET,AL,OF,24,75,283,43,68,14,3,9,39,6,2,20,81,4,,,,,,,,,
,Cedric Hunter,SDN,NL,OF,21,122,517,58,132,23,3,5,56,8,4,31,81,2,,,,,,,,,
,Cesar A Quintero,,,,26,113,391,37,76,15,2,6,40,8,3,19,144,2,,,,,,,,,
,Cesar Nicolas,,,,27,114,379,50,91,23,1,9,55,3,1,45,88,6,,,,,,,,,
,Cesar Suarez,,,,25,120,481,46,114,25,2,4,49,12,5,17,72,2,,,,,,,,,
,Chad Huffman,SDN,NL,OF,24,119,450,60,110,21,2,9,62,2,1,50,111,4,,,,,,,,,
,Chad Spann,,,,25,114,410,43,95,24,2,7,46,3,2,28,119,3,,,,,,,,,
,Chad Tracy1,,,,23,122,491,53,112,26,2,9,62,4,2,32,135,3,,,,,,,,,
,Charles Kingrey,,,,24,44,164,20,38,7,1,4,18,2,1,11,48,1,,,,,,,,,
,Charlie Fermaint,,,,23,117,451,46,88,18,2,5,34,17,8,30,141,2,,,,,,,,,
,Chase Fontaine,,,,23,113,392,41,76,14,3,2,23,7,3,38,138,2,,,,,,,,,
,Chase Lambin,,,2B,29,116,380,48,89,20,3,11,45,3,2,40,118,3,,,,,,,,,
,Chih-Hsien Chiang,,,,21,97,374,33,83,20,2,3,41,2,1,15,92,1,,,,,,,,,
,Chip Cannon,TOR,AL,1B,27,120,430,45,86,20,1,13,49,1,0,43,180,2,,,,,,,,,
,Chris Amador,,,,26,119,425,51,89,16,3,7,42,13,5,20,124,3,,,,,,,,,
,Chris Barnwell,,,,30,119,400,50,98,21,2,5,35,10,3,37,79,5,,,,,,,,,
,Chris Basak,,,,30,114,372,49,91,20,2,8,39,10,4,26,84,2,,,,,,,,,
,Chris De la Cruz,,,,27,94,321,38,76,13,1,2,30,4,2,27,58,1,,,,,,,,,
,Chris Emanuele,,,,25,113,445,51,90,20,3,5,42,7,3,32,133,4,,,,,,,,,
,Chris Errecart,,,,24,113,411,52,92,20,1,11,46,3,1,29,122,5,,,,,,,,,
,Chris Gimenez,CLE,AL,C,26,112,410,53,92,20,1,10,47,3,1,49,122,3,,,,,,,,,
,Chris Gradoville,,,,24,71,270,25,65,14,1,3,20,2,1,7,58,3,,,,,,,,,
,Chris Gutierrez,,,,25,99,350,41,75,17,2,2,32,3,1,37,86,3,,,,,,,,,
,Chris Hatcher,,,,24,102,355,37,58,14,1,6,32,5,2,27,161,3,,,,,,,,,
,Chris Heintz,,,,34,100,352,33,86,16,1,5,40,1,0,20,66,2,,,,,,,,,
,Chris Heisey,CIN,NL,OF,24,119,461,62,118,26,4,8,48,15,5,33,94,3,,,,,,,,,
,Chris Lubanski,KCA,AL,OF,24,123,456,58,109,26,6,10,59,7,3,41,133,1,,,,,,,,,
,Chris McConnell,,,,23,117,442,37,95,21,2,2,32,14,7,27,96,3,,,,,,,,,
,Chris Nelson,,,,23,119,481,64,112,26,3,7,64,12,4,37,122,2,,,,,,,,,
,Chris Nowak,TBA,AL,3B,26,122,470,62,121,27,3,8,67,8,3,48,94,4,,,,,,,,,
,Chris Rahl,,,,25,119,455,56,107,27,3,6,42,14,6,19,111,2,,,,,,,,,
,Chris Richard,TBA,AL,1B,35,112,396,58,95,20,2,15,60,4,2,44,113,5,,,,,,,,,
,Chris Roberson,,,,29,134,450,58,116,19,3,6,44,17,9,29,83,2,,,,,,,,,
,Chris Robinson,,,,25,107,361,28,80,19,1,2,39,3,1,22,105,2,,,,,,,,,
,Chris Valaika,CIN,NL,SS,23,122,487,54,122,24,2,11,63,6,3,26,120,3,,,,,,,,,
,Chris Woodward,,,,33,92,222,23,53,11,1,3,24,1,1,21,47,1,,,,,,,,,
,Christian Colonel,COL,NL,OF,27,120,449,63,125,29,1,11,60,6,3,33,76,2,,,,,,,,,
,Christian Lara,,,,24,112,400,52,78,14,4,2,34,8,3,34,129,1,,,,,,,,,
,Christian Lopez,,,,24,122,414,35,81,15,2,3,30,5,2,20,105,2,,,,,,,,,
,Christopher Carter,,,,22,122,477,55,93,19,2,13,58,3,1,43,168,2,,,,,,,,,
,Christopher Coghlan,,,,24,118,452,66,121,26,4,6,65,21,8,48,78,5,,,,,,,,,
,Christopher Denove,,,,26,59,184,14,40,10,1,1,19,2,1,15,40,1,,,,,,,,,
,Christopher Dunn,,,,25,55,155,19,37,7,1,1,13,3,1,8,38,1,,,,,,,,,
,Christopher Frey,,,,25,116,381,47,107,22,3,5,38,9,3,21,57,2,,,,,,,,,
,Christopher Johnson,HOU,NL,3B,24,116,443,48,112,23,1,10,64,4,1,21,104,2,,,,,,,,,
,Christopher Kunda,,,,24,69,187,16,35,7,1,1,24,4,2,11,59,1,,,,,,,,,
,Christopher Malec,,,,26,120,424,49,106,22,2,5,54,3,1,45,67,5,,,,,,,,,
,Christopher Marrero,,,,20,115,443,53,99,18,3,14,60,2,1,34,122,2,,,,,,,,,
,Christopher Minaker,,,,25,115,434,43,99,21,1,3,36,4,2,20,83,2,,,,,,,,,
,Christopher Pettit,LAA,AL,OF,24,117,452,58,112,26,3,8,57,12,4,30,97,5,,,,,,,,,
,Christopher Vinyard,,,,23,119,448,35,91,18,1,8,53,3,1,32,133,2,,,,,,,,,
,Christopher Walker,,,,28,122,475,55,109,18,6,3,35,21,11,23,113,2,,,,,,,,,
,Chuck Caufield,,,,25,114,433,35,93,21,1,4,48,6,2,27,103,3,,,,,,,,,
,Cirilo Cumberbatch,,,,22,105,385,38,83,15,1,3,41,5,2,23,97,2,,,,,,,,,
,Clay Harris,,,,26,117,411,45,96,20,1,10,61,1,0,42,90,3,,,,,,,,,
,Clifton Remole,,,,26,108,396,40,93,18,2,3,40,3,1,17,51,1,,,,,,,,,
,Coby Smith,,,,28,103,351,44,83,17,2,3,27,14,6,30,67,4,,,,,,,,,
,Cody Clark,,,,27,74,231,20,50,11,1,4,25,2,1,12,51,2,,,,,,,,,
,Cody Ehlers,,,,27,121,454,43,96,25,1,9,57,2,1,44,116,1,,,,,,,,,
,Cody Fuller,,,,26,108,354,36,71,14,2,3,23,9,4,19,108,3,,,,,,,,,
,Cody Haerther,SLN,NL,OF,25,115,371,44,95,21,2,7,44,4,2,31,77,2,,,,,,,,,
,Cody Strait,,,,26,125,458,56,99,25,3,10,52,15,5,25,124,3,,,,,,,,,
,Cole Armstrong,CHA,AL,C,25,105,376,31,84,20,1,8,41,1,0,18,88,2,,,,,,,,,
,Cole Garner,,,,24,114,427,53,95,21,3,6,44,13,6,18,152,3,,,,,,,,,
,Cole Gillespie,,,,25,121,439,59,106,26,3,10,59,10,3,54,108,3,,,,,,,,,
,Colin Curtis,NYA,AL,OF,24,120,471,56,112,20,3,8,50,5,2,35,102,2,,,,,,,,,
,Collin DeLome,HOU,NL,OF,23,68,248,33,53,10,2,7,29,5,2,12,84,3,,,,,,,,,
,Concepcion Rodriguez,,,,22,115,416,45,92,19,2,7,47,8,4,29,98,2,,,,,,,,,
,Corey Brown,OAK,AL,OF,23,49,202,21,39,8,1,5,20,3,1,11,83,1,,,,,,,,,
,Corey Ragsdale,,,,26,121,400,45,75,16,4,7,38,10,4,35,157,3,,,,,,,,,
,Corey Smith,KCA,AL,3B,27,126,484,45,111,25,1,14,59,7,3,32,125,3,,,,,,,,,
,Corey Wimberly,,,,25,108,424,61,108,19,2,2,29,34,12,25,60,5,,,,,,,,,
,Cory Aldridge,,,,30,118,424,45,94,21,3,10,51,6,3,38,132,1,,,,,,,,,
,Cory Patton,,,,27,117,449,50,95,24,2,9,52,3,1,31,127,1,,,,,,,,,
,Craig Cooper,,,,24,117,421,49,103,20,2,5,50,5,2,36,109,3,,,,,,,,,
,Craig Gentry,,,,25,106,428,53,101,23,1,4,31,15,6,23,105,5,,,,,,,,,
,Craig Tatum,CIN,NL,C,26,104,377,36,83,18,1,8,46,2,1,25,98,2,,,,,,,,,
,Craig Wilson,,,,32,114,367,43,78,14,1,14,45,2,1,38,137,8,,,,,,,,,
