mlbamID,playerName,team,league,defaultPos,G_SP,G_RP,IP,W,L,S,H,R,ER,HR,K,BB,HBP
534428,Esmailin Caridad,CHN,NL,RP,0,8,29,2,2,0,28,14,13,3,24,11,1
538227,Hisanori Takahashi,LAA,AL,RP,12,41,94,7,5,4,92,43,40,10,82,34,1
543339,Daniel Hudson,ARI,NL,SP,11,0,104,7,4,0,85,39,36,10,92,34,4
543409,Michael Kohn,LAA,AL,RP,0,24,36,2,2,1,33,16,15,3,29,15,1
543634,Ryan Perry,DET,AL,RP,0,60,63,3,3,1,56,28,26,6,51,25,3
544931,Stephen Strasburg,WAS,NL,SP,12,0,94,6,5,0,83,40,36,8,102,29,2
545404,Brandon Beachy,ATL,NL,SP,3,0,67,3,4,0,65,33,28,6,58,25,2
547749,Junichi Tazawa,BOS,AL,SP,0,0,51,3,3,0,54,27,25,6,38,18,2
547820,Fu-Te Ni,DET,AL,RP,0,22,40,2,2,0,38,20,19,4,31,17,2
547973,Aroldis Chapman,CIN,NL,RP,0,15,32,2,2,0,29,14,13,3,30,11,1
548092,Ken Takahashi,,,,0,0,28,1,2,0,27,13,12,3,22,11,1
579799,Ryota Igarashi,NYN,NL,RP,0,34,40,2,2,0,39,23,22,4,33,17,1
